,time,x,y,goalx,goaly,yaw,steer,throttle
50,0.0,-8.824469575591849,6.908466179148099,-15.0,7.3,-2.926445447009032,-0.2506169713722307,0.0
51,0.0,-8.82182737824837,6.911707351097354,-15.0,7.3,-2.926445447009032,-0.25012238427869915,0.0
52,0.0,-8.820787332254334,6.9212338755951475,-15.0,7.3,-2.926445447009032,-0.2487306915833279,0.0
53,0.0,-8.825974761144982,6.925339185219463,-15.0,7.3,-2.926445447009032,-0.24818065000076345,0.0
54,0.0,-8.827506578546409,6.926014486015158,-15.0,7.3,-2.926445447009032,-0.24809605040339114,0.0
55,0.0,-8.828547350641564,6.924671479659671,-15.0,7.3,-2.926445447009032,-0.24830034805123186,0.0
56,0.0,-8.830390376038638,6.927303644511728,-15.0,7.3,-2.926445447009032,-0.24793407401257234,0.0
57,0.0,-8.82853322661027,6.927525698041893,-15.0,7.3,-2.926445447009032,-0.24788550790426514,0.0
58,0.0,-8.823838935573292,6.927495561401326,-15.0,7.3,-2.926445447009032,-0.24784874737095208,0.0
59,0.0,-8.8250057575442,6.9343274809067434,-15.0,7.3,-2.926445447009032,-0.2468667658442164,0.0
60,0.0,-8.822221685629776,6.9393150055218555,-15.0,7.3,-2.926445447009032,-0.24611873399873851,0.0
