Time,data
1652390020.3952086,s20100.0
1652390020.481637,s20100.0
1652390020.5716677,s20100.0
1652390020.6687922,s20100.0
1652390020.7603428,s20100.0
1652390020.857547,s20100.0
1652390021.0413861,s20100.0
1652390021.0913734,s20100.0
1652390021.1516972,s20100.0
1652390021.2405841,s20100.0
1652390021.3402972,s20100.0
1652390021.4316387,s20200.0
1652390021.5400803,s20200.0
1652390021.629665,s20200.0
1652390021.7253706,s20200.0
1652390021.814683,s20200.0
1652390021.9148202,s20200.0
1652390022.0022063,s20200.0
1652390022.0986667,s20200.0
1652390022.1885576,s20200.0
1652390022.2977223,s20200.0
1652390022.3965447,s20200.0
1652390022.4835763,s20200.0
1652390022.68075,s20200.0
1652390022.7228475,s20200.0
1652390022.7674212,s20200.0
1652390022.8568773,s20200.0
1652390022.9666326,s20200.0
1652390023.0636632,s20200.0
1652390023.153757,s20200.0
1652390023.2520275,s20200.0
1652390023.3499353,s20200.0
1652390023.4392226,s20200.0
1652390023.5356915,s20200.0
1652390023.6233773,s20200.0
1652390023.80545,s20200.0
1652390023.8479788,s20200.0
1652390023.9216025,s20200.0
1652390024.0181174,s20200.0
1652390024.1060755,s20300.0
1652390024.204533,s20300.0
1652390024.294224,s20300.0
1652390024.392416,s20300.0
1652390024.522812,s20300.0
1652390024.5898848,s20300.0
1652390024.687269,s20300.0
1652390024.776493,s20300.0
1652390024.8646057,s20300.0
1652390024.9640927,s20300.0
1652390025.0731997,s20300.0
1652390025.162327,s20300.0
1652390025.2598982,s20300.0
1652390025.3472054,s20300.0
1652390025.4477549,s20300.0
1652390025.536241,s20300.0
1652390025.6346686,s20300.0
1652390025.7344716,s20300.0
1652390025.841753,s20300.0
1652390025.9303474,s20300.0
1652390026.0285597,s20300.0
1652390026.1180768,s20300.0
1652390026.2166393,s20300.0
1652390026.3055365,s20300.0
1652390026.4022114,s20300.0
1652390026.4927168,s20300.0
1652390026.6069038,s20300.0
1652390026.6965477,s20300.0
1652390026.7928631,s20300.0
1652390026.8824062,s20300.0
1652390026.979999,s20300.0
1652390027.0687191,s20300.0
1652390027.1583698,s20300.0
1652390027.2897139,s20300.0
1652390027.3645594,s20300.0
1652390027.4518206,s20300.0
1652390027.5506659,s20300.0
1652390027.6387763,s20300.0
1652390027.7384262,s20300.0
1652390027.8280728,s20300.0
1652390027.9351873,s20300.0
1652390028.2095807,s20300.0
1652390028.213851,s20300.0
1652390028.310566,s20400.0
1652390028.5175807,s20400.0
1652390028.5200474,s20400.0
1652390028.6017423,s20400.0
1652390028.6996882,s20400.0
1652390028.7867355,s20400.0
1652390028.8871536,s20400.0
1652390028.9746797,s20400.0
1652390029.1312397,s20400.0
1652390029.1819859,s20400.0
1652390029.2690644,s20400.0
1652390029.3678827,s20400.0
1652390029.4581988,s20400.0
1652390029.5569873,s20400.0
1652390029.6444302,s20400.0
1652390029.7440577,s20400.0
1652390029.8312597,s20400.0
1652390029.9512725,s20400.0
1652390030.0388772,s20400.0
1652390030.1373267,s20400.0
1652390030.227713,s20500.0
1652390030.3242354,s20500.0
1652390030.4131021,s20500.0
1652390030.5114608,s20500.0
1652390030.6000183,s20500.0
1652390030.7716882,s20500.0
1652390030.8184385,s20500.0
1652390030.8961382,s20500.0
1652390030.992549,s20500.0
1652390031.08438,s20500.0
1652390031.1809144,s20500.0
1652390031.2703667,s20500.0
1652390031.4883263,s20500.0
1652390031.4932218,s20500.0
1652390031.5683174,s20500.0
1652390031.6609733,s20500.0
1652390031.7491,s20600.0
1652390031.848275,s20600.0
1652390031.9354398,s20600.0
1652390032.034221,s20600.0
1652390032.2023513,s20600.0
1652390032.2434783,s20600.0
1652390032.3305972,s20600.0
1652390032.4293332,s20600.0
1652390032.520307,s20600.0
1652390032.605447,s20600.0
1652390032.703284,s20600.0
1652390032.7928524,s20600.0
1652390032.9190152,s20600.0
1652390032.9997234,s20700.0
1652390033.0871413,s20700.0
1652390033.1849866,s20700.0
1652390033.2722197,s20700.0
1652390033.432104,s20700.0
1652390033.48061,s20700.0
1652390033.7397685,s20700.0
1652390033.7605631,s20700.0
1652390033.8507042,s20700.0
1652390034.0456288,s20700.0
1652390034.0569797,s20800.0
1652390034.1474948,s20800.0
1652390034.2338803,s20800.0
1652390034.3321476,s20800.0
1652390034.4192052,s20800.0
1652390034.5208673,s20800.0
1652390034.661062,s20800.0
1652390034.7176354,s20800.0
1652390034.8147144,s20800.0
1652390034.9027176,s20800.0
1652390035.0014796,s20800.0
1652390035.1005068,s20800.0
1652390035.1888325,s20800.0
1652390035.2869596,s20900.0
1652390035.376032,s20900.0
1652390035.4862363,s20900.0
1652390035.5818167,s20900.0
1652390035.671994,s20900.0
1652390035.7601478,s20000.0
1652390035.8623652,s20000.0
1652390035.9921377,s20000.0
1652390036.055779,s20000.0
1652390036.1550791,s20000.0
1652390036.2408159,s20000.0
1652390036.3408241,s20000.0
1652390036.4301896,s20000.0
1652390036.537758,s20000.0
1652390036.6360018,s20000.0
1652390036.722465,s20000.0
1652390036.8220053,s20000.0
1652390036.9090595,s20000.0
1652390037.0100563,s20000.0
1652390037.0956607,s20000.0
1652390037.2035477,s20000.0
1652390037.300537,s20000.0
1652390037.3903737,s20000.0
1652390037.4898713,s20000.0
1652390037.5781872,s20000.0
1652390037.675974,s20000.0
1652390037.8358397,s20000.0
1652390037.879302,s20000.0
1652390037.971077,s20000.0
1652390038.056947,s20000.0
1652390038.156184,s20000.0
1652390038.2443092,s20000.0
1652390038.3408535,s20000.0
1652390038.4517765,s20000.0
1652390038.5395563,s20000.0
1652390038.6369398,s20000.0
1652390038.7249918,s20000.0
1652390038.823557,s20000.0
1652390038.9254434,s20000.0
1652390039.0099201,s20000.0
1652390039.1082895,s20000.0
1652390039.3002446,s20000.0
1652390039.4002757,s20000.0
1652390039.4865065,s20000.0
1652390039.5866024,s20000.0
1652390039.676879,s20000.0
1652390039.772658,s20000.0
1652390039.8811438,s20000.0
1652390039.9704952,s20000.0
1652390040.070139,s20000.0
1652390040.1566482,s20000.0
1652390040.2557569,s20000.0
1652390040.3435824,s20000.0
1652390040.4546278,s20000.0
1652390040.55023,s20000.0
1652390040.6403844,s20000.0
1652390040.737263,s20000.0
1652390040.8268037,s20000.0
1652390040.926214,s20000.0
1652390041.0170727,s20000.0
1652390041.1125154,s20000.0
1652390041.31626,s20000.0
1652390041.3601372,s20000.0
1652390041.4088857,s20000.0
1652390041.4993262,s20000.0
1652390041.5879421,s20000.0
1652390041.6860757,s20000.0
1652390041.7929559,s20000.0
1652390041.886921,s20000.0
1652390041.9788253,s20000.0
1652390042.0674984,s20000.0
1652390042.1668932,s20000.0
1652390042.2554572,s20000.0
1652390042.4420636,s20000.0
1652390042.48781,s20000.0
1652390042.554304,s20000.0
1652390042.6507993,s20000.0
1652390042.7384152,s20000.0
1652390042.8352392,s20000.0
1652390042.9252117,s20000.0
1652390043.0240934,s20000.0
1652390043.1318417,s20000.0
1652390043.2203822,s20000.0
1652390043.3202424,s20000.0
1652390043.4098341,s20000.0
1652390043.5066571,s20000.0
1652390043.595201,s20000.0
1652390043.6926234,s20000.0
1652390043.7808604,s20000.0
1652390043.9778771,s20000.0
1652390044.020295,s20000.0
1652390044.0826354,s20000.0
1652390044.1762705,s20000.0
1652390044.2630963,s20000.0
1652390044.3713012,s20000.0
1652390044.4616272,s20000.0
1652390044.5604398,s20000.0
1652390044.6512558,s20000.0
1652390044.7463262,s20000.0
1652390044.8452096,s20000.0
1652390044.9327886,s20000.0
1652390045.0320125,s20000.0
1652390045.1405346,s20000.0
1652390045.229822,s20000.0
1652390045.3282864,s20000.0
1652390045.4151185,s20000.0
1652390045.5152915,s20000.0
1652390045.602665,s20000.0
1652390045.7013967,s20000.0
1652390045.8025799,s20000.0
1652390045.902383,s20000.0
1652390045.9875789,s20000.0
1652390046.0843441,s20000.0
1652390046.174762,s20000.0
1652390046.2743173,s20000.0
1652390046.3812625,s20000.0
1652390046.47017,s20000.0
1652390046.5692067,s20000.0
1652390046.6582775,s20000.0
1652390046.7564697,s20000.0
1652390046.8444753,s20000.0
1652390046.9479935,s20000.0
1652390047.0321534,s20000.0
1652390047.153016,s20000.0
1652390047.2383795,s20000.0
1652390047.3247726,s20000.0
1652390047.4267874,s20000.0
1652390047.5145478,s20000.0
1652390047.6127992,s20000.0
1652390047.7002208,s20000.0
1652390047.8011258,s20000.0
1652390047.8986557,s20000.0
1652390048.0745318,s20000.0
1652390048.1240642,s20000.0
1652390048.197754,s20000.0
1652390048.286231,s20000.0
1652390048.3827498,s20000.0
1652390048.46926,s20000.0
1652390048.5671177,s20000.0
1652390048.6586142,s20000.0
1652390048.7927275,s20000.0
1652390048.8636155,s20000.0
1652390048.9540868,s20000.0
1652390049.0503137,s20000.0
1652390049.1376061,s20000.0
1652390049.2371633,s20000.0
1652390049.3317184,s20000.0
1652390049.4355812,s20000.0
1652390049.5339477,s20000.0
1652390049.6266017,s20000.0
1652390049.7231607,s20000.0
1652390049.811461,s20000.0
1652390049.9105804,s20000.0
1652390049.9997544,s20000.0
1652390050.123852,s20000.0
1652390050.1867874,s20000.0
1652390050.2846384,s20000.0
1652390050.3934731,s20000.0
1652390050.4828055,s20000.0
1652390050.6368003,s20000.0
1652390050.6807437,s20000.0
1652390050.756272,s20000.0
1652390050.8670895,s20000.0
1652390050.9654267,s20000.0
1652390051.0543697,s20000.0
1652390051.1549158,s20000.0
1652390051.2388892,s20000.0
1652390051.3382897,s20000.0
1652390051.436446,s20000.0
1652390051.5252507,s20000.0
1652390051.6235123,s20000.0
1652390051.7306192,s20000.0
1652390051.8195066,s20000.0
1652390051.91623,s20000.0
1652390052.003737,s20000.0
1652390052.1034887,s20000.0
1652390052.1923826,s20000.0
1652390052.291792,s20000.0
1652390052.3994343,s20000.0
1652390052.487508,s20000.0
1652390052.587722,s20000.0
1652390052.6757863,s20000.0
1652390052.7747421,s20000.0
1652390052.8625507,s20000.0
1652390052.962314,s20000.0
1652390053.0516412,s20000.0
1652390053.1962173,s20000.0
1652390053.2614632,s20000.0
1652390053.3553486,s20000.0
1652390053.4445856,s20000.0
1652390053.5311704,s20000.0
1652390053.6304991,s20000.0
1652390053.7424917,s20000.0
1652390053.8311112,s20000.0
1652390053.9281285,s20000.0
1652390054.0182626,s20000.0
1652390054.1175268,s20000.0
1652390054.205811,s20000.0
1652390054.304283,s20000.0
1652390054.3916335,s20000.0
1652390054.4911523,s20000.0
1652390054.6009347,s20000.0
1652390054.690081,s20000.0
1652390054.7875078,s20000.0
1652390054.874688,s20000.0
1652390054.9739408,s20000.0
1652390055.060911,s20000.0
1652390055.160352,s20000.0
1652390055.2602112,s20000.0
1652390055.3582604,s20000.0
1652390055.4469976,s20000.0
1652390055.5429099,s20000.0
1652390055.6311421,s20000.0
1652390055.731363,s20000.0
1652390055.8404522,s20000.0
1652390055.9371312,s20000.0
1652390056.024824,s20000.0
1652390056.1159728,s20000.0
1652390056.2123954,s20000.0
1652390056.3016257,s20000.0
1652390056.400567,s20000.0
1652390056.5752296,s20000.0
1652390056.6206503,s20000.0
1652390056.6945906,s20000.0
1652390056.7856064,s20000.0
1652390056.8828003,s20000.0
1652390056.975899,s20000.0
1652390057.0686398,s20000.0
1652390057.163239,s20000.0
1652390057.2717483,s20000.0
1652390057.3596635,s20000.0
1652390057.4600446,s20000.0
1652390057.5585282,s20000.0
1652390057.644288,s20000.0
1652390057.7424614,s20000.0
1652390057.8409114,s20000.0
1652390057.9290054,s20000.0
1652390058.0298657,s20000.0
1652390058.136823,s20000.0
1652390058.224528,s20000.0
1652390058.323701,s20000.0
1652390058.412711,s20000.0
1652390058.5105212,s20000.0
1652390058.5995963,s20000.0
1652390058.6976395,s20000.0
1652390058.8283978,s20000.0
1652390058.8968549,s20000.0
1652390058.9938655,s20000.0
1652390059.080515,s20000.0
1652390059.1692853,s20000.0
1652390059.268507,s20000.0
1652390059.3665779,s20000.0
1652390059.4751682,s20000.0
1652390059.564296,s20000.0
1652390059.6637478,s20000.0
1652390059.7513502,s20000.0
1652390059.8498037,s20000.0
1652390059.9376225,s20000.0
1652390060.0355864,s20000.0
1652390060.1245592,s20000.0
1652390060.2602267,s20000.0
1652390060.3310242,s20000.0
1652390060.4200616,s20000.0
1652390060.5157988,s20000.0
1652390060.605679,s20000.0
1652390060.7043583,s20000.0
1652390060.7917542,s20000.0
1652390060.9775758,s20000.0
1652390061.0193205,s20000.0
1652390061.0880108,s20000.0
1652390061.1884499,s20000.0
1652390061.2748466,s20000.0
1652390061.372937,s20000.0
1652390061.4615712,s20000.0
1652390061.5920687,s20000.0
1652390061.6684532,s20000.0
1652390061.7578392,s20000.0
1652390061.8609154,s20000.0
1652390061.9418602,s20000.0
1652390062.0369844,s20000.0
1652390062.135002,s20000.0
1652390062.2246256,s20000.0
1652390062.3336058,s20000.0
1652390062.4307804,s20000.0
1652390062.5291812,s20000.0
1652390062.6167204,s20000.0
1652390062.7167242,s20000.0
1652390062.8021486,s20000.0
1652390062.9005115,s20000.0
1652390062.9918685,s20000.0
1652390063.089372,s20000.0
1652390063.1874988,s20000.0
1652390063.3330657,s20000.0
1652390063.3847659,s20000.0
1652390063.4737287,s20000.0
1652390063.572155,s20000.0
1652390063.6611602,s20000.0
1652390063.8449922,s20000.0
1652390063.890332,s20000.0
1652390063.9600785,s20000.0
1652390064.056266,s20000.0
1652390064.1407757,s20000.0
1652390064.2291567,s20000.0
1652390064.3564396,s20000.0
1652390064.438653,s20000.0
1652390064.5362966,s20000.0
1652390064.626381,s20000.0
1652390064.7232234,s20000.0
1652390064.8112695,s20000.0
1652390064.901161,s20000.0
1652390065.0000298,s20000.0
1652390065.1761467,s20000.0
1652390065.2211654,s20000.0
1652390065.298142,s20000.0
1652390065.3872044,s20000.0
1652390065.4853039,s20000.0
1652390065.5798805,s20000.0
1652390065.6718361,s20000.0
1652390065.7593203,s20000.0
1652390065.8919811,s20000.0
1652390065.9692984,s20000.0
1652390066.0586526,s20000.0
1652390066.1555014,s20000.0
1652390066.2430806,s20000.0
1652390066.3411987,s20000.0
1652390066.4296048,s20000.0
1652390066.5289927,s20000.0
1652390066.6388865,s20000.0
1652390066.7271373,s20000.0
1652390066.8243024,s20000.0
1652390066.9168725,s20000.0
1652390067.0119755,s20000.0
1652390067.0979884,s20000.0
1652390067.1994748,s20000.0
1652390067.326628,s20000.0
1652390067.3967392,s20000.0
1652390067.492164,s20000.0
1652390067.5819747,s20000.0
1652390067.6808217,s20000.0
1652390067.76763,s20000.0
1652390067.8673592,s20000.0
1652390067.975252,s20000.0
1652390068.0635798,s20000.0
1652390068.1613448,s20000.0
1652390068.251941,s20000.0
1652390068.3520083,s20000.0
1652390068.4387987,s20000.0
1652390068.5394533,s20000.0
1652390068.6470168,s20000.0
1652390068.7343311,s20000.0
1652390068.8338175,s20000.0
1652390068.9191873,s20000.0
1652390069.0185366,s20000.0
1652390069.1109486,s20000.0
1652390069.2043543,s20000.0
1652390069.3135307,s20000.0
1652390069.4018333,s20000.0
1652390069.500854,s20000.0
1652390069.5939095,s20000.0
1652390069.6895719,s20000.0
1652390069.77636,s20000.0
1652390069.8752668,s20000.0
1652390070.09053,s20000.0
1652390070.0931206,s20000.0
1652390070.1597805,s20000.0
1652390070.2601283,s20000.0
1652390070.3474255,s20000.0
1652390070.445989,s20000.0
1652390070.5566344,s20000.0
1652390070.6439679,s20000.0
1652390070.7436419,s20000.0
1652390070.8317528,s20000.0
1652390070.9302347,s20000.0
1652390071.0197034,s20000.0
1652390071.1170037,s20000.0
1652390071.2050874,s20000.0
1652390071.3053644,s20000.0
1652390071.4242468,s20000.0
1652390071.5103402,s20000.0
1652390071.6002426,s20000.0
1652390071.6990387,s20000.0
1652390071.7865946,s20000.0
1652390071.8868964,s20000.0
1652390072.0376027,s20000.0
1652390072.0808215,s20000.0
1652390072.17237,s20000.0
1652390072.2698739,s20000.0
1652390072.3568628,s20000.0
1652390072.4588616,s20000.0
1652390072.548638,s20000.0
1652390072.6499746,s20000.0
1652390072.7326882,s20000.0
1652390072.8421726,s20000.0
1652390072.9413872,s20000.0
1652390073.030012,s20000.0
1652390073.1264348,s20000.0
1652390073.2164931,s20000.0
1652390073.3166375,s20000.0
1652390073.4716861,s20000.0
1652390073.5167243,s20000.0
1652390073.6098576,s20000.0
1652390073.698333,s20000.0
1652390073.7969413,s20000.0
1652390073.8871474,s20000.0
1652390074.084196,s20000.0
1652390074.1290622,s20000.0
1652390074.1801493,s20000.0
1652390074.269111,s20000.0
1652390074.3664134,s20000.0
1652390074.4551048,s20000.0
1652390074.5537956,s20000.0
1652390074.6613455,s20000.0
